name,team,position,cap_number_17_18,cap_number_18_19,salary_17_18,salary_18_19,salary_19_20,salary_20_21,salary_21_22
"Altshuller, Daniel",CAR,Goaltender,0.000,0.000,RFA,,,,
"Kosmachuk, Scott",WPG,Right,0.000,0.000,RFA,,,,
"Moroz, Mitchell",ARI,Left,0.000,0.000,RFA,,,,
"Karlsson, Erik (b. 1994)",CAR,Left,0.000,0.000,RFA,,,,
"Grant, Alex",BOS,Defence,0.000,0.000,UFA,,,,
"Nesterov, Nikita",MTL,Defence,0.000,0.000,RFA,,,,
"Agostino, Kenny",STL,Left,0.000,0.000,UFA,,,,
"Fontaine, Justin",EDM,Right,0.000,0.000,UFA,,,,
"Czarnik, Austin",BOS,Center,0.000,0.000,RFA,,,,
"Pettersson, Jesper",PHI,Defence,0.000,0.000,RFA,,,,
"Arvidsson, Viktor",NAS,Left,0.000,0.000,RFA,,,,
"Dupuy, Jean",BUF,Left,0.000,0.000,RFA,,,,
"Gilbert, Tom",WAS,Defence,0.000,0.000,UFA,,,,
"Paterson, Jake",DET,Goaltender,0.000,0.000,RFA,,,,
"Leslie, Zachary",LAK,Defence,0.000,0.000,RFA,,,,
"Auger, Justin",LAK,Right,0.000,0.000,RFA,,,,
"Gudbranson, Alexander",MIN,Defence,0.000,0.000,RFA,,,,
"Aberg, Pontus",NAS,Left,0.000,0.000,RFA,,,,
"Girard, Felix",COL,Center,0.000,0.000,RFA,,,,
"Rissling, Jaynen",NAS,Defence,0.000,0.000,RFA,,,,
"Sundqvist, Oskar",PIT,Center,0.000,0.000,RFA,,,,
"Archibald, Josh",PIT,Right,0.000,0.000,RFA,,,,
"Dea, Jean-Sebastien",PIT,Center,0.000,0.000,RFA,,,,
"Leier, Taylor",PHI,Left,0.000,0.000,RFA,,,,
"Doty, Jacob",STL,Center,0.000,0.000,RFA,,,,
"Vermin, Joel",TBL,Right,0.000,0.000,UFAIV,,,,
"Jevpalovs, Nikita",SJS,Left,0.000,0.000,RFA,,,,
"Blandisi, Joseph",NJD,Center,0.000,0.000,RFA,,,,
"Duclair, Anthony",ARI,Left,0.000,0.000,RFA,,,,
"Summers, Chris",NYR,Defence,0.000,0.000,UFA,,,,
"Stollery, Karl",NJD,Defence,0.000,0.000,UFA,,,,
"Bourque, Rene",COL,Left,0.000,0.000,UFA,,,,
"Clark, Mat",COL,Defence,0.000,0.000,UFAIV,,,,
"Carey, Paul",WAS,Center,0.000,0.000,UFA,,,,
"Goulbourne, Tyrell",PHI,Left,0.000,0.000,RFA,,,,
"Laurikainen, Eetu",EDM,Goaltender,0.000,0.000,RFA,,,,
"Pietila, Blake",NJD,Left,0.000,0.000,RFA,,,,
"Acciari, Noel",BOS,Center,0.000,0.000,RFA,,,,
"Hargrove, Colton",BOS,Center,0.000,0.000,RFA,,,,
"Eaves, Patrick",ANA,Right,0.000,0.000,UFA,,,,
"Rau, Kyle",FLA,Center,0.000,0.000,RFA,,,,
"Rodrigues, Evan",BUF,Center,0.000,0.000,RFA,,,,
"Morrison, Kenney",CGY,Defence,0.000,0.000,RFA,,,,
"Hathaway, Garnet",CGY,Center,0.000,0.000,RFA,,,,
"Gustafsson, Erik (b. 1992)",CHI,Defence,0.000,0.000,RFA,,,,
"Balisy, Chase",FLA,Center,0.000,0.000,RFA,,,,
"Stevens, Colin",FLA,Goaltender,0.000,0.000,RFA,,,,
"Brodzinski, Jonny",LAK,Center,0.000,0.000,RFA,,,,
"Wingels, Tommy",OTT,Center,0.000,0.000,UFA,,,,
"Palmquist, Zach",MIN,Defence,0.000,0.000,RFA,,,,
"Downing, Grayson",ARI,Center,0.000,0.000,RFA,,,,
"MacMillan, Mark",MTL,Right,0.000,0.000,RFA,,,,
"Williams, Stephon",NYI,Goaltender,0.000,0.000,RFA,,,,
"OConnor, Matthew",OTT,Goaltender,0.000,0.000,RFA,,,,
"Bardreau, Cole",PHI,Center,0.000,0.000,RFA,,,,
"Ryan, Joakim",SJS,Defence,0.000,0.000,RFA,,,,
"Parayko, Colton",STL,Defence,0.000,0.000,RFA,,,,
"Peca, Matthew",TBL,Center,0.000,0.000,RFA,,,,
"Labate, Joseph",VAN,Center,0.000,0.000,RFA,,,,
"Boyd, Travis",WAS,Center,0.000,0.000,RFA,,,,
"Copp, Andrew",WPG,Center,0.000,0.000,RFA,,,,
"Lehner, Robin",BUF,Goaltender,0.000,0.000,RFA,,,,
"Reilly, Mike",MIN,Defence,0.000,0.000,RFA,,,,
"Nieto, Matt",COL,Left,0.000,0.000,RFA,,,,
"Sifers, Jaime",CLB,Defence,0.000,0.000,UFA,,,,
"Taormina, Matt",TBL,Defence,0.000,0.000,UFA,,,,
"Kearns, Bracken",NYI,Center,0.000,0.000,UFA,,,,
"OBrien, Jim",COL,Center,0.000,0.000,UFA,,,,
"Thompson, Paul",FLA,Right,0.000,0.000,UFA,,,,
"Budaj, Peter",TBL,Goaltender,0.000,0.000,UFA,,,,
"Liambas, Mike",NAS,Left,0.000,0.000,UFA,,,,
"Sheary, Conor",PIT,Left,0.000,0.000,RFA,,,,
"McNally, Patrick",SJS,Defence,0.000,0.000,RFA,,,,
"McIntyre, Zane",BOS,Goaltender,0.000,0.000,RFA,,,,
"Ryan, Derek",CAR,Center,0.000,0.000,UFA,,,,
"Johnston, Ryan",MTL,Defence,0.000,0.000,RFA,,,,
"Hyman, Zach",TOR,Center,0.000,0.000,RFA,,,,
"Gravel, Kevin",LAK,Defence,0.000,0.000,RFA,,,,
"Hagel, Marc",OTT,Right,0.000,0.000,UFA,,,,
"Michalek, Steve",MIN,Goaltender,0.000,0.000,RFA,,,,
"Mozik, Vojtech",NJD,Defence,0.000,0.000,RFA,,,,
"Coleman, Blake",NJD,Center,0.000,0.000,RFA,,,,
"Pardy, Adam",NAS,Defence,0.000,0.000,UFA,,,,
"Frk, Martin",DET,Right,0.000,0.000,RFA,,,,
"Lowry, Joel",LAK,Left,0.000,0.000,RFA,,,,
"Valleau, Nolan",CHI,Defence,0.000,0.000,RFA,,,,
"Yevenko, Oleg",CLB,Defence,0.000,0.000,RFA,,,,
"Campbell, Andrew",TOR,Defence,0.000,0.000,UFA,,,,
"Ritchie, Brett",DAL,Right,0.000,0.000,RFA,,,,
"Gaudreau, Frederick ",NAS,Center,0.000,0.000,RFA,,,,
"Grimaldi, Rocco",COL,Center,0.000,0.000,RFA,,,,
"Skapski, MacKenzie",NYR,Goaltender,0.000,0.000,RFA,,,,
"McKegg, Greg",TBL,Center,0.000,0.000,RFA,,,,
"Gagner, Sam",CLB,Center,0.000,0.000,UFA,,,,
"Lecavalier, Vincent",LAK,Center,0.000,0.000,3.000,UFA,,,
"Weal, Jordan",PHI,Center,0.000,0.000,UFAIV,,,,
"Johansen, Ryan",NAS,Center,0.000,0.000,RFA,,,,
"Friberg, Max",MTL,Left,0.000,0.000,RFA,,,,
"Etem, Emerson",ANA,Right,0.000,0.000,RFA,,,,
"Jensen, Nicklas",NYR,Left,0.000,0.000,RFA,,,,
"Kassian, Zack",EDM,Right,0.000,0.000,RFA,,,,
"Tinordi, Jarred",ARI,Defence,0.000,0.000,UFAIV,,,,
"Bartley, Victor",MIN,Defence,0.000,0.000,UFA,,,,
"Fournier, Stefan",TBL,Right,0.000,0.000,UFAIV,,,,
"Sorensen, Marcus",SJS,Left,0.000,0.000,RFA,,,,
"Garbutt, Ryan",ANA,Center,0.000,0.000,UFA,,,,
"Zalewski, Michael",VAN,Left,0.000,0.000,RFA,,,,
"Lecavalier, Vincent",PHI,Center,0.000,0.000,2.250,,,,
"Jooris, Josh",ARI,Center,0.000,0.000,RFA,,,,
"Clendening, Adam",NYR,Defence,0.000,0.000,RFA,,,,
"Sestito, Tom",PIT,Left,0.000,0.000,UFA,,,,
"Michalek, Milan",TOR,Left,0.000,0.000,UFA,,,,
"Holl, Justin",TOR,Defence,0.000,0.000,RFA,,,,
"Bailey, Casey",OTT,Center,0.000,0.000,RFA,,,,
"Rupert, Ryan",OTT,Center,0.000,0.000,RFA,,,,
"Polak, Roman",TOR,Defence,0.000,0.000,UFA,,,,
"Armalis, Mantas",SJS,Goaltender,0.000,0.000,RFA,,,,
"Kalinin, Sergey",TOR,Center,0.000,0.000,RFA,,,,
"Nilsson, Anders",BUF,Goaltender,0.000,0.000,UFA,,,,
"Lindgren, Charlie",MTL,Goaltender,0.000,0.000,RFA,,,,
"Tanev, Brandon",WPG,Left,0.000,0.000,RFA,,,,
"Morin, Jeremy",ARI,Left,0.000,0.000,RFA,,,,
"Hudler, Jiri",DAL,Center,0.000,0.000,UFA,,,,
"Schultz, Justin",PIT,Defence,0.000,0.000,RFA,,,,
"Purcell, Teddy",LAK,Right,0.000,0.000,UFA,,,,
"Versteeg, Kris",CGY,Right,0.000,0.000,UFA,,,,
"Winnik, Daniel",WAS,Center,0.000,0.000,UFA,,,,
"Brown, Chris",NYR,Center,0.000,0.000,UFAIV,,,,
"Fiddler, Vernon",NAS,Center,0.000,0.000,UFA,,,,
"Puempel, Matt",NYR,Left,0.000,0.000,RFA,,,,
"Robertson, Dennis",CAR,Defence,0.000,0.000,UFAIV,,,,
"Jurco, Tomas",CHI,Right,0.000,0.000,RFA,,,,
"Larsen, Philip",VAN,Defence,0.000,0.000,UFA,,,,
"Gelinas, Eric",COL,Defence,0.000,0.000,RFA,,,,
"Russell, Kris",EDM,Defence,0.000,0.000,UFA,,,,
"Warsofsky, David",PIT,Defence,0.000,0.000,UFA,,,,
"Pirri, Brandon",NYR,Center,0.000,0.000,RFA,,,,
"Liles, John-Michael",BOS,Defence,0.000,0.000,UFA,,,,
"Matteau, Stefan",MTL,Left,0.000,0.000,RFA,,,,
"Goloubef, Cody",COL,Defence,0.000,0.000,UFA,,,,
"Varone,\u00a0Philip",OTT,Center,0.000,0.000,RFA,,,,
"Nehring, Chad",OTT,Center,0.000,0.000,UFA,,,,
"Schneider, Cole",BUF,Center,0.000,0.000,UFAIV,,,,
"Carruth, Mac",CHI,Goaltender,0.000,0.000,UFAIV,,,,
"Froese, Byron",TBL,Center,0.000,0.000,RFA,,,,
"Berra, Reto",FLA,Goaltender,0.000,0.000,UFA,,,,
"Kindl, Jakub",FLA,Defence,0.000,0.000,UFA,,,,
"Tryamkin, Nikita",VAN,Defence,0.000,0.000,RFA,,,,
"Sallinen, Jere",EDM,Right,0.000,0.000,RFA,,,,
"Hanley, Joel",MTL,Defence,0.000,0.000,RFA,,,,
"Rodin, Anton",VAN,Right,0.000,0.000,UFAIV,,,,
"Boyle, Kevin",ANA,Goaltender,0.000,0.000,RFA,,,,
"Burgdoerfer, Erik",BUF,Defence,0.000,0.000,UFA,,,,
"Setoguchi, Devin",LAK,Right,0.000,0.000,UFA,,,,
"Holland, Peter",ARI,Center,0.000,0.000,RFA,,,,
"White, Ryan",MIN,Center,0.000,0.000,UFA,,,,
"Lander, Anton",EDM,Center,0.000,0.000,RFA,,,,
"Greening, Colin",TOR,Center,0.000,0.000,UFA,,,,
"Pavelec, Ondrej",WPG,Goaltender,0.000,0.000,UFA,,,,
"Michalek, Zbynek",ARI,Defence,0.000,0.000,UFA,,,,
"Gionta, Stephen",NYI,Right,0.000,0.000,UFA,,,,
"Scuderi, Rob",LAK,Defence,0.000,0.000,UFA,,,,
"Glass, Tanner",NYR,Left,0.000,0.000,UFA,,,,
"Laich, Brooks",TOR,Center,0.000,0.000,UFA,,,,
"Copley, Pheonix",WAS,Goaltender,0.000,0.000,RFA,,,,
"Smith, Brendan",NYR,Defence,0.000,0.000,UFA,,,,
"Stalberg, Viktor",OTT,Left,0.000,0.000,UFA,,,,
"Bergeron, Marc-Andre",CLB,Defence,0.000,0.000,UFA,,,,
"Weber, Mike",MIN,Defence,0.000,0.000,UFA,,,,
"Desharnais, David",EDM,Center,0.000,0.000,UFA,,,,
"Oduya, Johnny",CHI,Defence,0.000,0.000,UFA,,,,
"Ott, Steve",MTL,Left,0.000,0.000,UFA,,,,
"Vanek, Thomas",FLA,Left,0.000,0.000,UFA,,,,
"McIlrath, Dylan",DET,Defence,0.000,0.000,UFAIV,,,,
"Cramarossa, Joseph",VAN,Center,0.000,0.000,RFA,,,,
"King, Dwight",MTL,Left,0.000,0.000,UFA,,,,
"Iginla, Jarome",LAK,Right,0.000,0.000,UFA,,,,
"Rooney, Kevin",NJD,Center,0.000,0.000,RFA,,,,
"Wilcox, Adam",FLA,Goaltender,0.000,0.000,RFA,,,,
"McKenna, Mike",TBL,Goaltender,0.000,0.000,UFA,,,,
"Quincey, Kyle",CLB,Defence,0.000,0.000,UFA,,,,
"Beck, Taylor",NYR,Left,0.000,0.000,RFA,,,,
"Andrighetto, Sven",COL,Right,0.000,0.000,RFA,,,,
"Streit, Mark",PIT,Defence,0.000,0.000,UFA,,,,
"Parenteau, P.A.",NAS,Left,0.000,0.000,UFA,,,,
"Lazar, Curtis",CGY,Center,0.000,0.000,RFA,,,,
"Jokipakka, Jyrki",OTT,Defence,0.000,0.000,RFA,,,,
"Oleksy, Steve",TOR,Defence,0.000,0.000,UFA,,,,
"Corrado, Frank",PIT,Defence,0.000,0.000,RFA,,,,
"Stafford, Drew",BOS,Right,0.000,0.000,UFA,,,,
"Korpikoski, Lauri",CLB,Left,0.000,0.000,UFA,,,,
"Harper, Shane",NJD,Right,0.000,0.000,UFA,,,,
"Abbott, Spencer",ANA,Right,0.000,0.000,UFA,,,,
"Shore, Drew",VAN,Center,0.000,0.000,RFA,,,,
"Oleksy, Steve",TOR,Defence,0.000,0.000,UFA,,,,
"Corrado, Frank",PIT,Defence,0.000,0.000,RFA,,,,
"Stafford, Drew",BOS,Right,0.000,0.000,UFA,,,,
"Korpikoski, Lauri",CLB,Left,0.000,0.000,UFA,,,,
"Harper, Shane",NJD,Right,0.000,0.000,UFA,,,,
"Abbott, Spencer",ANA,Right,0.000,0.000,UFA,,,,
"Shore, Drew",VAN,Center,0.000,0.000,RFA,,,,
